user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at
user_04728,morganrebecca@example.org,Katherine,Kelly,,Male,USA,Virginia,Kellyland,Premium,28-11-2022,TRUE,3.47,Mobile,5,04:40.8
user_04729,michael45@example.com,Jason,Gibson,41,Female,Canada,Manitoba,Heathertown,Standard,26-01-2025,TRUE,23.86,Desktop,3,50:28.6
user_04730,ejones@example.com,Sharon,Hammond,59,Male,Canada,New Brunswick,North Mary,Standard,20-04-2024,TRUE,16.61,Desktop,2,57:55.3
user_04731,eray@example.org,Christopher,Adams,22,Female,USA,New Jersey,Corymouth,Basic,06-04-2025,TRUE,18.56,Smart TV,,29:16.5
user_04732,flemingvickie@example.com,Joshua,Bailey,21,Female,USA,Wisconsin,South Juliefort,Premium,02-05-2023,TRUE,19.18,Tablet,6,59:56.1
user_04733,amymoore@example.com,Angela,James,48,Female,USA,Missouri,Mccarthyhaven,Premium,02-03-2024,TRUE,23.48,Smart TV,6,18:30.5
user_04734,robin43@example.com,Julie,Ashley,43,Male,USA,Missouri,Vickiehaven,Premium,20-03-2025,TRUE,9.11,Tablet,4,18:20.2
user_04735,ysimmons@example.net,Timothy,Anderson,41,Male,Canada,Saskatchewan,West Elizabeth,Premium,16-02-2023,TRUE,8.86,Tablet,3,12:10.5
user_04736,trevorortega@example.net,Richard,Adams,,Male,Canada,Ontario,Rosariostad,Premium,29-12-2023,TRUE,11.45,Smart TV,,29:21.0
user_04737,brian19@example.com,Vanessa,Perkins,17,Female,Canada,Manitoba,Smithview,Standard,01-08-2025,FALSE,51.2,Mobile,3,03:52.4
user_04738,nbenson@example.net,Angela,Hobbs,46,Male,Canada,Ontario,Kimberlyview,Premium+,01-06-2024,TRUE,14.45,Smart TV,1,07:59.2
user_04739,rodriguezdaniel@example.com,Abigail,Manning,30,Prefer not to say,Canada,Quebec,North Alexanderburgh,Premium,30-11-2022,TRUE,7.29,Mobile,4,55:22.5
user_04740,joseph75@example.org,Michael,Powell,25,,USA,Indiana,Lake David,Standard,29-11-2022,TRUE,23.48,Desktop,3,58:30.9
user_04741,lindasalazar@example.net,Jennifer,Williams,39,Male,USA,California,Millerport,Standard,17-11-2024,TRUE,659.79,Smart TV,2,33:25.6
user_04742,ujames@example.net,Brandy,Rodriguez,14,Female,USA,Illinois,Kaneborough,Standard,17-01-2023,TRUE,18.69,Gaming Console,3,25:47.5
user_04743,cody04@example.com,Tonya,King,,Male,USA,Illinois,Port Monica,Standard,26-02-2023,FALSE,25.99,Laptop,2,23:41.9
user_04744,prattjennifer@example.com,Sarah,Butler,29,Female,USA,Florida,Lake Rebeccaton,Premium,24-11-2022,TRUE,2.35,Laptop,4,24:48.4
user_04745,catherine69@example.net,Joshua,Smith,,Female,USA,Massachusetts,Port Michael,Premium,19-07-2023,TRUE,29.72,Gaming Console,7,30:02.9
user_04746,diana57@example.org,Trevor,Watts,32,Prefer not to say,USA,Massachusetts,West Stephenberg,Premium,20-02-2024,TRUE,19.87,Laptop,3,20:21.0
user_04747,gonzalezcory@example.org,Laura,Wallace,47,Male,USA,Tennessee,Donaldsonmouth,Premium,15-02-2024,TRUE,18.16,Mobile,3,53:58.6
user_04748,amyholmes@example.net,Patrick,Tanner,43,Female,USA,Georgia,Lisahaven,Premium,08-07-2023,TRUE,10.42,Mobile,2,08:10.1
user_04749,coxtim@example.org,Jamie,May,34,Prefer not to say,USA,Florida,North Alisonburgh,Premium+,17-09-2024,TRUE,5.18,Laptop,6,11:05.6
user_04750,kleinbrent@example.net,Jennifer,Rogers,16,Female,USA,North Carolina,South Cynthiafurt,Premium,15-07-2024,TRUE,17.91,Smart TV,2,33:18.5
user_04751,spencerjonathan@example.org,Alicia,Parker,45,Female,USA,North Carolina,South Richardchester,Basic,27-06-2025,TRUE,12.38,Desktop,3,17:47.7
user_04752,ismith@example.org,Michelle,Perkins,,Other,Canada,Newfoundland and Labrador,Tanyastad,Premium,15-04-2025,FALSE,24.55,Desktop,1,36:30.6
user_04753,johnnystark@example.net,Tammie,Moore,,Male,Canada,Ontario,Ginastad,Standard,10-12-2024,TRUE,2.98,Desktop,1,53:20.7
user_04754,halldawn@example.net,Emily,Hernandez,26,Female,Canada,Quebec,New Lindsey,Premium,09-10-2022,TRUE,2.36,Mobile,2,50:22.3
user_04755,ryankeith@example.com,Stephanie,Rivera,49,Female,USA,North Carolina,Santoschester,Standard,11-07-2025,TRUE,14.44,Gaming Console,3,24:31.8
user_04756,allendiane@example.com,Matthew,Martinez,56,Female,Canada,Nova Scotia,Port Scott,Premium,16-03-2025,TRUE,28.75,Desktop,4,45:04.7
user_04757,crystalmurray@example.org,Joann,Rice,25,Male,Canada,Newfoundland and Labrador,Lauriefurt,Premium,24-07-2023,TRUE,2.64,Smart TV,1,44:32.9
user_04758,georgediaz@example.net,Theresa,House,28,Male,Canada,Newfoundland and Labrador,East Kaitlinfort,Premium,13-02-2023,TRUE,20.14,Tablet,2,07:46.6
user_04759,brownronnie@example.net,Brad,Wilcox,15,Male,USA,New York,Lake Kristenburgh,Premium,01-01-2023,FALSE,4.08,Gaming Console,2,35:46.5
user_04760,kristin52@example.net,Danielle,Burns,46,Female,USA,Washington,East Yolanda,Premium,28-01-2023,TRUE,23.92,Desktop,2,08:18.9
user_04761,sharon51@example.net,Christopher,Costa,30,Other,USA,Maryland,Port Michelle,Basic,16-06-2023,FALSE,11.7,Tablet,2,09:26.4
user_04762,seanmills@example.net,Jacob,Collins,48,Male,USA,Texas,North Victor,Premium+,12-11-2023,TRUE,14.68,Desktop,,20:14.3
user_04763,deanna56@example.com,Bethany,Hickman,22,Prefer not to say,Canada,New Brunswick,West Vincent,Premium,21-02-2025,TRUE,42.25,Tablet,5,44:00.1
user_04764,kevin39@example.com,Amanda,Burns,29,Female,USA,Massachusetts,West Ericview,Premium,21-08-2024,TRUE,14.78,Laptop,8,11:50.8
user_04765,corey91@example.org,Shelby,Cook,17,,Canada,Saskatchewan,Port Melissa,Basic,16-12-2024,TRUE,8.34,Tablet,4,07:12.1
user_04766,katherinemurray@example.net,Dylan,Douglas,45,Female,USA,Illinois,New Adam,Basic,25-06-2023,TRUE,30.62,Gaming Console,,38:02.1
user_04767,harveyderrick@example.com,Tyler,Wilson,24,Female,USA,Tennessee,Stevensbury,Basic,06-06-2025,TRUE,17.12,Tablet,2,06:50.7
user_04768,michaelstevenson@example.org,Julie,Lynn,29,Male,USA,Texas,West John,Premium,09-08-2023,TRUE,7.55,Gaming Console,2,04:56.3
user_04769,floresjulie@example.net,Matthew,Smith,26,Female,USA,Georgia,South Christopher,Premium+,25-07-2024,TRUE,,Tablet,1,33:15.5
user_04770,rrollins@example.net,Jose,Bates,39,Male,USA,Wisconsin,Ronnieborough,Standard,13-02-2025,TRUE,84.77,Laptop,1,22:18.0
user_04771,ewingelizabeth@example.com,Cheryl,Peterson,23,Female,Canada,Quebec,Port Sarah,Standard,20-09-2024,TRUE,27.75,Smart TV,,20:00.9
user_04772,nortonaaron@example.net,Susan,Page,23,Female,USA,Washington,Barrerashire,Premium,17-04-2024,TRUE,,Smart TV,2,25:13.8
user_04773,murphynicole@example.net,Alex,Brooks,23,Male,Canada,British Columbia,South Elizabeth,Standard,31-05-2023,TRUE,22.04,Smart TV,1,37:15.2
user_04774,robert44@example.net,Richard,Moore,32,Male,USA,Arizona,Janicebury,Premium+,27-08-2024,TRUE,26.7,Desktop,3,53:59.3
user_04775,thunt@example.org,Cristina,Mann,44,Female,USA,Missouri,Richardsonland,Basic,22-06-2023,TRUE,6.92,Laptop,8,07:47.0
user_04776,dodom@example.net,Edward,Carpenter,31,Male,Canada,Newfoundland and Labrador,South Kim,Standard,16-10-2022,TRUE,8.66,Smart TV,2,33:09.2
user_04777,goldenjacob@example.org,Angela,Thomas,33,Female,Canada,Alberta,Lake Dianabury,Premium+,14-10-2023,TRUE,7.47,Gaming Console,1,16:54.6
user_04778,arobertson@example.org,Richard,Sanchez,39,,Canada,Ontario,South Beth,Premium+,29-05-2024,FALSE,39.44,Smart TV,4,02:16.8
user_04779,garciastephen@example.com,James,Anderson,,Male,USA,Georgia,Hodgetown,Standard,10-02-2024,TRUE,,Tablet,,40:33.4
user_04780,john35@example.net,Christian,Palmer,,Prefer not to say,Canada,Prince Edward Island,North Crystal,Premium,07-10-2022,TRUE,4.44,Mobile,2,28:58.0
user_04781,martinheather@example.com,Robert,Cochran,,Female,USA,Florida,Christinefurt,Standard,05-08-2023,TRUE,31.73,Tablet,,38:26.2
user_04782,monroegabriela@example.org,Pamela,Phillips,45,,USA,Maryland,Youngside,Premium,10-10-2022,TRUE,51.25,Desktop,3,46:58.0
user_04783,longanthony@example.net,Nicole,Villegas,31,Male,USA,Ohio,Gregoryfort,Premium,06-11-2022,TRUE,17.5,Gaming Console,1,24:00.1
user_04784,radams@example.org,David,Robinson,32,Male,Canada,Ontario,Port Jonathanville,Standard,20-03-2024,TRUE,11.49,Mobile,2,01:12.5
user_04785,christopherdiaz@example.org,Christina,Ramirez,,Female,Canada,Quebec,Andersonmouth,Premium,05-03-2023,TRUE,7.87,Mobile,2,27:27.4
user_04786,dana61@example.net,Amber,Young,,Female,USA,Tennessee,Lake Matthew,Premium,18-02-2025,TRUE,13.62,Tablet,3,22:49.5
user_04787,matthewcannon@example.com,David,Mason,,Female,USA,Missouri,New Devinport,Basic,31-05-2025,FALSE,,Mobile,,41:54.0
user_04788,juanmoore@example.org,Susan,Chen,34,,Canada,Nova Scotia,New Adam,Basic,12-01-2024,TRUE,5.24,Tablet,,41:15.1
user_04789,alyssa82@example.org,Briana,Ward,23,Male,USA,Maryland,Michaelland,Standard,31-07-2023,TRUE,5.05,Desktop,,16:25.9
user_04790,ndonovan@example.net,Jermaine,Chen,20,Male,USA,Florida,Port Shelbyberg,Standard,23-11-2022,TRUE,12.17,Tablet,3,16:08.4
user_04791,hallsara@example.net,Michael,Smith,38,Female,USA,Texas,Tylerview,Premium+,19-06-2023,TRUE,244.79,Smart TV,4,05:55.5
user_04792,patriciacole@example.com,Brian,Trevino,24,Male,Canada,British Columbia,Port Diana,Premium,03-01-2024,TRUE,9.77,Gaming Console,2,50:01.3
user_04793,kennedygabriel@example.org,Mark,Wilcox,39,Male,USA,Virginia,Port Pamelahaven,Premium,18-05-2024,TRUE,30.74,Smart TV,7,26:53.1
user_04794,yhernandez@example.com,Charlene,Escobar,23,Female,Canada,Nova Scotia,Lake Reginaldmouth,Standard,20-03-2025,FALSE,6.04,Desktop,5,17:36.1
user_04795,blackjulie@example.com,Gary,Rios,46,Female,USA,North Carolina,Manningland,Premium,29-09-2024,TRUE,,Mobile,2,06:21.0
user_04796,hollygonzales@example.net,Rebecca,Lawrence,37,Female,USA,Ohio,Port Kimberlystad,Standard,06-04-2023,TRUE,22.12,Smart TV,,57:36.6
user_04797,rebeccachapman@example.org,Elaine,Edwards,13,Male,USA,Texas,Robertfort,Premium,22-09-2023,TRUE,33.41,Smart TV,1,15:21.7
user_04798,smyers@example.com,Scott,Gonzalez,34,Male,USA,Michigan,Josephburgh,Premium,30-08-2022,TRUE,11.48,Gaming Console,,52:36.9
user_04799,fosterkeith@example.com,Oscar,Montgomery,34,Male,USA,Massachusetts,New Marcus,Premium,22-06-2023,TRUE,8.99,Tablet,,20:10.5
user_04800,maldonadomatthew@example.org,Richard,Gonzales,58,Male,USA,Arizona,North Erica,Basic,04-10-2022,TRUE,13.67,Smart TV,4,52:30.1
user_04801,erinunderwood@example.net,Kim,Abbott,35,Female,Canada,British Columbia,Lake Tammy,Premium,19-02-2025,TRUE,32.49,Tablet,2,34:26.5
user_04802,william25@example.org,Jane,Adams,43,Female,Canada,Newfoundland and Labrador,West James,Basic,01-11-2023,TRUE,0.49,Desktop,2,50:33.3
user_04803,beardleon@example.org,Daniel,Fischer,31,Male,USA,Massachusetts,West Isaac,Standard,31-01-2025,TRUE,9.72,Desktop,1,00:33.6
user_04804,jenniferferguson@example.net,Gail,Lee,29,Female,USA,Illinois,Lisaborough,Basic,13-09-2024,TRUE,5.84,Desktop,8,24:44.1
user_04805,ybrown@example.org,Mary,Smith,24,Other,USA,Arizona,Connortown,Premium+,28-10-2024,TRUE,21.78,Tablet,2,22:33.6
user_04806,briangonzalez@example.com,Jessica,Park,30,Male,USA,Illinois,New David,Premium,13-06-2025,TRUE,7.23,Laptop,3,49:01.6
user_04807,ssimpson@example.net,Kelly,West,33,Male,Canada,Quebec,Jeffreyfurt,Premium,28-04-2025,TRUE,7.25,Gaming Console,2,18:42.3
user_04808,huertagregg@example.net,Sabrina,Gibbs,41,Male,USA,Ohio,Brianborough,Basic,24-01-2025,TRUE,43.11,Desktop,2,07:37.1
user_04809,burnssandra@example.com,Alicia,Powell,20,Other,USA,Washington,Turnerborough,Premium,06-11-2022,TRUE,19.29,Tablet,2,40:54.1
user_04810,oscar80@example.org,Christina,Foster,42,Female,Canada,Alberta,Davidland,Basic,11-10-2024,FALSE,2.75,Gaming Console,4,19:36.3
user_04811,jacob33@example.com,Stephanie,Tate,34,Female,Canada,Quebec,Sharpberg,Premium,05-08-2024,TRUE,21.28,Desktop,5,55:24.7
user_04812,robert67@example.com,Christopher,Arnold,36,Male,USA,Pennsylvania,Meyerhaven,Standard,14-09-2024,TRUE,18.21,Gaming Console,3,54:08.6
user_04813,nicholas76@example.net,Deanna,Nelson,31,Male,USA,Texas,West Ricky,Premium+,28-01-2023,TRUE,9.71,Mobile,4,30:48.8
user_04814,asimmons@example.org,Joseph,Sellers,31,Male,USA,Virginia,Lake Jefferyburgh,Standard,27-08-2024,TRUE,25.44,Mobile,2,53:39.5
user_04815,lloydlynn@example.net,Jane,Parker,25,Male,USA,New York,East Kathrynberg,Standard,20-11-2024,TRUE,9.14,Tablet,4,43:59.6
user_04816,ramireztroy@example.com,Wendy,Benson,75,Male,USA,North Carolina,Lake Amanda,Standard,13-02-2025,TRUE,3.67,Mobile,3,16:02.0
user_04817,susancoffey@example.org,Susan,Ramos,,Male,Canada,Alberta,Crosstown,Premium,13-01-2024,TRUE,15.13,Tablet,2,49:58.9
user_04818,david87@example.net,Brett,Thomas,33,Male,USA,Florida,Marshallton,Standard,30-10-2023,TRUE,11.23,Mobile,1,28:38.2
user_04819,taylor62@example.org,Christopher,Nunez,24,Female,Canada,Ontario,Davidfurt,Premium+,23-02-2023,TRUE,13.82,Smart TV,2,26:18.8
user_04820,nwise@example.net,Rebecca,Alvarez,38,Male,USA,New Jersey,Susanhaven,Basic,25-03-2025,TRUE,9.32,Gaming Console,2,16:03.7
user_04821,beardanna@example.com,Christian,Cooke,27,Female,Canada,Nova Scotia,North Lindsayview,Basic,28-08-2023,TRUE,16.94,Gaming Console,2,11:04.9
user_04822,mikekim@example.com,Charles,Mitchell,21,Female,USA,Arizona,Amandaborough,Standard,14-02-2023,TRUE,17.08,Gaming Console,,06:29.9
user_04823,hbradshaw@example.net,Tamara,Martinez,33,Male,Canada,British Columbia,New Loriton,Standard,25-09-2022,TRUE,26.52,Gaming Console,6,31:05.9
user_04824,imorrison@example.com,Laura,Hines,34,,Canada,New Brunswick,Vazquezview,Premium,07-11-2024,TRUE,10.69,Smart TV,5,47:36.7
user_04825,ericsmith@example.com,Haley,Johnston,58,Male,USA,Indiana,Port Amanda,Premium+,05-07-2024,TRUE,15.75,Tablet,5,09:02.0
user_04826,pmaldonado@example.org,Sydney,Nolan,51,Male,USA,Washington,East Elizabeth,Standard,13-06-2025,TRUE,20.11,Gaming Console,3,22:03.9
user_04827,jeffersondaniel@example.org,Karen,Norton,35,Male,USA,Maryland,Stephaniemouth,Standard,18-05-2023,TRUE,3.69,Desktop,5,25:45.3
user_04828,georgehenry@example.net,Pamela,Palmer,42,Male,USA,Pennsylvania,Erinmouth,Premium,03-04-2025,TRUE,13.54,Desktop,1,51:16.7
user_04829,psanchez@example.net,Ronald,Jackson,36,Male,USA,Maryland,Crystalberg,Standard,08-07-2023,TRUE,30.13,Gaming Console,8,49:22.0
user_04830,dcastaneda@example.com,Robert,Vincent,43,Other,Canada,Saskatchewan,South Jeremy,Premium,27-03-2024,TRUE,39.55,Desktop,1,35:07.8
user_04831,kellycallahan@example.com,Megan,Gillespie,42,Male,USA,Arizona,Johnsonland,Premium,12-01-2024,TRUE,12.06,Smart TV,2,25:05.1
user_04832,bullockdebra@example.net,Jamie,Sandoval,29,Male,Canada,Nova Scotia,New Josephmouth,Basic,23-07-2023,TRUE,5.15,Gaming Console,3,30:04.5
user_04833,jsimpson@example.org,Todd,Ibarra,40,Female,USA,Virginia,Meyermouth,Premium,03-12-2024,TRUE,16.31,Gaming Console,2,23:03.3
user_04834,marccalderon@example.org,Andrew,Walker,29,Female,Canada,Prince Edward Island,Vazqueztown,Premium+,25-09-2022,TRUE,13.87,Gaming Console,5,49:08.7
user_04835,brandon66@example.net,Andrew,King,,Male,Canada,New Brunswick,Patrickmouth,Premium+,22-10-2023,TRUE,9.5,Desktop,3,42:08.2
user_04836,leekaylee@example.com,Amanda,Gordon,27,Other,USA,Georgia,Hughesmouth,Premium,15-03-2024,TRUE,8.6,Tablet,6,53:04.9
user_04837,briannadixon@example.com,Becky,Warren,44,Male,USA,Florida,Mayoville,Premium,08-05-2024,TRUE,15.89,Mobile,,24:48.8
user_04838,nguyennicole@example.net,Richard,Nguyen,54,Female,Canada,New Brunswick,Port Lisaland,Premium,11-02-2025,TRUE,,Mobile,1,14:10.1
user_04839,karinaferguson@example.com,Ryan,Garcia,41,Male,Canada,Ontario,Lake Jamesborough,Premium,09-04-2024,TRUE,13.82,Gaming Console,2,32:33.7
user_04840,marcusbrown@example.org,James,Harrington,29,Female,USA,Virginia,Sanchezland,Premium+,03-10-2023,TRUE,10.78,Desktop,4,44:50.1
user_04841,laurenstewart@example.org,Rachel,Smith,17,,USA,North Carolina,Vincentfort,Basic,09-08-2022,TRUE,14.28,Tablet,3,39:08.8
user_04842,maynardangela@example.org,Joshua,Hernandez,38,Male,USA,Arizona,Millermouth,Premium,17-07-2023,TRUE,5.12,Smart TV,3,00:26.7
user_04843,justin95@example.net,Jessica,Dean,45,Male,USA,Pennsylvania,East Davidbury,Premium,18-03-2024,TRUE,36.86,Laptop,1,48:03.0
user_04844,annettesharp@example.com,Dustin,Hayden,48,Male,USA,Georgia,New Emma,Premium,05-06-2023,TRUE,30.65,Mobile,2,08:56.2
user_04845,gmitchell@example.net,Roger,Evans,24,Male,Canada,Manitoba,Harriston,Premium,10-05-2024,TRUE,5.6,Smart TV,2,25:37.1
user_04846,chelseagreen@example.org,Rebecca,Myers,54,Male,USA,Illinois,West Stevenfurt,Standard,12-03-2023,TRUE,10.34,Gaming Console,1,42:50.2
user_04847,ycarter@example.org,Lawrence,Lewis,8,Female,USA,Missouri,Brennanmouth,Premium+,04-10-2023,TRUE,46.39,Gaming Console,2,56:41.1
user_04848,kellie36@example.org,Cathy,Dunlap,22,Female,USA,Ohio,Peckview,Standard,10-02-2024,TRUE,31.87,Tablet,3,07:03.8
user_04849,pperez@example.net,Hunter,Garrett,,Female,USA,Illinois,West Mark,Standard,17-01-2025,TRUE,43.38,Desktop,2,02:09.9
user_04850,marvinmartinez@example.net,Stephen,Green,18,Male,Canada,Nova Scotia,Colemanchester,Basic,14-05-2025,TRUE,17.99,Gaming Console,1,19:52.8
user_04851,jennifer92@example.net,Joseph,Rojas,44,Male,USA,Wisconsin,Kiddport,Premium+,28-05-2025,TRUE,,Smart TV,3,19:28.3
user_04852,amanda87@example.com,Adam,Sandoval,39,Male,USA,Ohio,Maryberg,Standard,17-05-2025,FALSE,,Mobile,2,32:54.9
user_04853,ndelgado@example.org,Eric,Hunt,,Female,Canada,Ontario,Port Laurie,Standard,22-09-2022,TRUE,11.49,Smart TV,5,49:46.2
user_04854,alisonstone@example.net,Robert,Washington,43,Male,USA,Pennsylvania,Lake Christopherhaven,Premium,09-05-2023,TRUE,17.7,Mobile,2,10:56.7
user_04855,ahouse@example.com,Lori,Evans,32,Male,USA,New Jersey,Lake Brett,Basic,17-02-2023,TRUE,14.05,Desktop,4,55:30.3
user_04856,amymoore@example.com,Ashley,Lane,30,Male,Canada,Ontario,South Stephen,Standard,21-09-2024,TRUE,7.72,Smart TV,4,56:28.6
user_04857,pamela51@example.org,Amanda,Tucker,51,Male,USA,Illinois,Williamsstad,Standard,02-01-2023,FALSE,19.59,Desktop,3,54:37.5
user_04858,shaffermichael@example.org,Thomas,Perez,39,Female,Canada,Prince Edward Island,Lake Karenville,Premium,15-06-2023,TRUE,14.31,Mobile,2,21:31.4
user_04859,rogergomez@example.net,Ashley,Mcdowell,22,Male,Canada,British Columbia,North Julia,Basic,31-10-2024,TRUE,,Laptop,3,17:36.5
user_04860,patelandrea@example.org,Nathan,Maynard,30,Female,USA,Florida,North Albertville,Standard,26-05-2025,TRUE,1.99,Tablet,2,22:42.7
user_04861,ashleygonzalez@example.org,Michael,Mata,43,Female,Canada,Manitoba,East Cassie,Premium,30-06-2024,FALSE,8.11,Smart TV,,35:57.2
user_04862,colemanmark@example.org,Veronica,Estes,35,Male,USA,Tennessee,Danielmouth,Standard,02-08-2023,TRUE,29.25,Gaming Console,1,04:58.8
user_04863,jamie23@example.org,David,Madden,41,Female,Canada,Prince Edward Island,Lindseyhaven,Premium,17-03-2024,FALSE,8.66,Gaming Console,1,19:00.5
user_04864,kimberly67@example.com,Megan,Byrd,34,Female,USA,New York,Jayfurt,Premium,07-02-2025,TRUE,15.35,Tablet,4,06:18.8
user_04865,daniellejones@example.org,Alexis,Hammond,39,Male,USA,Tennessee,Lucasville,Premium,26-10-2022,TRUE,6.69,Mobile,3,46:07.1
user_04866,rgordon@example.org,Michael,Mitchell,34,Prefer not to say,Canada,Quebec,Maxwellmouth,Premium+,30-01-2024,TRUE,2.78,Smart TV,5,04:26.0
user_04867,kevinrandall@example.com,Anna,Young,,Female,Canada,Saskatchewan,New Scottstad,Premium,21-03-2025,TRUE,23.32,Desktop,,29:08.4
user_04868,james07@example.com,Morgan,Jones,37,Female,Canada,Nova Scotia,Bradleychester,Standard,14-04-2024,TRUE,10.71,Smart TV,2,35:26.1
user_04869,vwalters@example.org,Scott,Williams,17,,USA,Maryland,Steventon,Premium,02-07-2023,TRUE,13.74,Smart TV,4,44:00.0
user_04870,uparker@example.org,Emily,Mcdaniel,56,Female,Canada,Prince Edward Island,Kathleenbury,Premium,03-03-2025,TRUE,7.9,Tablet,2,15:32.4
user_04871,fflores@example.com,Johnny,Schmidt,22,Male,USA,Texas,Sarahmouth,Standard,20-01-2023,TRUE,10.44,Tablet,6,06:10.3
user_04872,jmcclain@example.com,Nicole,Williams,-4,Male,Canada,British Columbia,East Sarahshire,Standard,28-11-2022,TRUE,9.37,Smart TV,4,38:32.8
user_04873,dixonholly@example.org,Aimee,Thompson,25,Female,USA,Massachusetts,New Danielle,Standard,04-11-2022,TRUE,13.3,Gaming Console,4,37:15.3
user_04874,millerjoshua@example.net,Curtis,Green,48,Female,USA,New York,Tinaview,Standard,22-02-2024,TRUE,4.22,Laptop,3,49:44.6
user_04875,enelson@example.net,James,Walsh,35,Female,USA,New Jersey,Curtisshire,Standard,26-05-2025,TRUE,,Desktop,5,51:43.7
user_04876,douglas74@example.net,Alex,Wolf,38,Male,USA,Maryland,Davismouth,Premium,06-03-2025,TRUE,8.01,Laptop,1,14:10.2
user_04877,leah87@example.org,Aaron,Meyers,34,Male,USA,California,North Carla,Basic,07-02-2024,TRUE,,Mobile,5,03:03.6
user_04878,katherine32@example.com,Rebecca,Smith,,Male,USA,Wisconsin,North Donald,Standard,23-12-2024,TRUE,26.51,Tablet,5,24:08.1
user_04879,mosskendra@example.net,Patrick,Morgan,9,Male,Canada,Prince Edward Island,Port Jessica,Basic,29-05-2023,TRUE,15.63,Mobile,5,29:57.9
user_04880,gloria42@example.org,Joseph,Webb,31,Female,USA,Texas,Davismouth,Standard,08-01-2025,TRUE,19.17,Gaming Console,1,07:29.2
user_04881,moniquegarza@example.org,Ronnie,Erickson,,Male,USA,Georgia,Charlesfurt,Premium,20-10-2023,FALSE,8.07,Tablet,3,12:31.8
user_04882,nguyencarl@example.com,David,Barnes,20,,Canada,Manitoba,East Jeffrey,Premium,11-10-2024,TRUE,9.15,Tablet,,42:19.3
user_04883,ychandler@example.com,Jessica,Cervantes,33,Female,USA,North Carolina,Lake Nicoleport,Standard,15-02-2024,FALSE,9.22,Tablet,1,19:40.5
user_04884,haley69@example.net,Jason,Jackson,39,Other,USA,California,West Ashley,Standard,03-03-2023,TRUE,9.65,Laptop,1,53:29.8
user_04885,ericlewis@example.org,Joshua,Cooper,33,Male,USA,Tennessee,Kaylaburgh,Premium+,11-01-2024,TRUE,4.62,Tablet,3,08:40.2
user_04886,melissa66@example.com,Justin,Summers,38,Male,USA,Virginia,Lake Alyssa,Premium,02-02-2023,TRUE,12.91,Tablet,,51:04.9
user_04887,fharris@example.com,Danielle,Carson,22,Female,USA,Texas,Gibsonchester,Premium,03-02-2023,TRUE,6.73,Smart TV,2,13:44.7
user_04888,dvaughn@example.net,Joshua,Salazar,52,Female,USA,Illinois,Brandonview,Basic,14-06-2024,TRUE,35.07,Laptop,2,09:04.7
user_04889,nrice@example.com,David,Brewer,16,Female,Canada,Quebec,Castroside,Standard,13-06-2025,TRUE,10.41,Gaming Console,4,30:25.0
user_04890,fatkins@example.net,Diane,Blackwell,33,Female,USA,Arizona,Morrowmouth,Premium,27-03-2024,FALSE,,Smart TV,3,08:27.4
user_04891,joshuasalas@example.com,Jennifer,Foster,30,,USA,Michigan,Wallaceburgh,Basic,07-08-2022,TRUE,4.04,Gaming Console,2,43:27.2
user_04892,susan70@example.net,Bryan,Diaz,13,Female,USA,Texas,Angelatown,Standard,08-10-2023,TRUE,13.85,Smart TV,2,52:57.3
user_04893,vanessa52@example.com,Ryan,Horton,45,Male,USA,Missouri,Stephenland,Basic,02-02-2025,TRUE,26.15,Mobile,2,18:23.9
user_04894,cynthia74@example.net,Sandra,Todd,,Male,Canada,Nova Scotia,Jasminetown,Premium,13-10-2023,TRUE,8.18,Smart TV,3,19:43.3
user_04895,jennifer32@example.net,Lisa,Hood,10,Other,USA,Virginia,West Christopherfurt,Basic,14-03-2025,TRUE,17.67,Smart TV,3,14:51.5
user_04896,ashley31@example.net,Robert,Gonzalez,29,Female,USA,Pennsylvania,North Danielle,Premium,22-09-2023,TRUE,37.05,Tablet,1,53:22.0
user_04897,taylormartinez@example.net,Kristen,Cortez,33,Male,USA,Florida,Port Jonathanport,Premium,24-02-2024,TRUE,23.13,Smart TV,,34:58.7
user_04898,michael08@example.com,Benjamin,Hamilton,29,Female,USA,Virginia,North Sean,Standard,05-08-2024,TRUE,,Desktop,1,54:49.9
user_04899,zwarner@example.com,Sandra,Martin,31,Male,USA,Washington,Port Daniellebury,Premium,12-09-2022,TRUE,14.35,Desktop,5,28:03.8
user_04900,rachaelhenderson@example.net,Brendan,Holloway,63,Male,USA,North Carolina,Bellmouth,Basic,20-11-2023,TRUE,10.25,Desktop,3,00:19.2
user_04901,brandonlewis@example.net,Willie,Lloyd,28,Prefer not to say,USA,Virginia,West Calvintown,Premium,09-06-2025,TRUE,27.89,Mobile,6,45:24.5
user_04902,uhoward@example.com,Scott,Gonzalez,,Female,Canada,Nova Scotia,Jenniferhaven,Standard,27-06-2024,TRUE,39.72,Laptop,2,26:18.7
user_04903,alexander71@example.com,Spencer,Nash,33,Other,USA,Illinois,Gonzalezborough,Premium,10-09-2023,TRUE,20.01,Gaming Console,3,39:55.6
user_04904,michelle80@example.net,Teresa,Rivera,15,Female,USA,Texas,New Christopher,Standard,13-12-2023,TRUE,17.59,Tablet,2,01:01.0
